,Date,Group,Repeating No,String,Trend No,Dec No
2593,2014-08-18,D,1,gzxy,91.0,235.0
2594,2014-08-19,E,3,oudo,40.5,1071.6
2595,2014-08-20,A,6,wkxd,28.0,1290.166667
2596,2014-08-21,B,7,yobw,58.0,50.55555556
2597,2014-08-22,C,4,rzed,45.0,1900.333333
2598,2014-08-23,D,2,isfe,155.0,3169.0
2599,2014-08-24,E,7,dnen,64.0,793.6666667
2600,2014-08-25,A,1,zpoi,16.5,170.1
2601,2014-08-26,B,3,lxar,170.0,31.25
2602,2014-08-27,C,6,bkiy,122.5,916.0
2603,2014-08-28,D,5,yzzz,18.0,2466.666667
2604,2014-08-29,E,5,gcon,18.5,178.9
2605,2014-08-30,A,5,rfks,152.0,1484.25
2606,2014-08-31,B,10,cdnh,195.0,3145.0
2607,2014-09-01,C,8,ypgd,200.0,806.75
2608,2014-09-02,D,9,ntuy,164.0,3142.0
2609,2014-09-03,E,5,xhqz,189.0,58.1
2610,2014-09-04,A,2,iubh,193.5,1141.428571
2611,2014-09-05,B,7,qkfo,132.0,876.8333333
2612,2014-09-06,C,7,uklr,67.5,812.9
2613,2014-09-07,D,3,dons,161.0,1664.25
2614,2014-09-08,E,7,uhpb,47.0,1626.5
2615,2014-09-09,A,6,gdnu,168.0,1575.0
2616,2014-09-10,B,10,ssov,49.0,492.5
2617,2014-09-11,C,7,mbga,50.0,684.6666667
2618,2014-09-12,D,5,mqrm,51.0,799.4
2619,2014-09-13,E,10,gsvh,182.0,2768.0
2620,2014-09-14,A,9,zmwl,212.0,666.3
2621,2014-09-15,B,7,ikjy,189.0,671.5
2622,2014-09-16,C,7,ngge,220.0,766.7
2623,2014-09-17,D,1,pwro,252.0,1148.714286
2624,2014-09-18,E,8,tmie,228.0,498.0
2625,2014-09-19,A,1,lgir,174.0,1032.142857
2626,2014-09-20,B,8,vcas,295.0,632.0
2627,2014-09-21,C,5,xlhp,210.0,602.5
2628,2014-09-22,D,10,mmcy,213.5,1609.5
2629,2014-09-23,E,1,sdkf,279.0,1364.0
2630,2014-09-24,A,5,fgcy,157.5,791.4444444
2631,2014-09-25,B,10,uwhn,128.0,39.33333333
2632,2014-09-26,C,7,sszn,162.5,2668.0
2633,2014-09-27,D,8,foar,297.0,1222.0
2634,2014-09-28,E,3,jsrt,167.5,635.1111111
2635,2014-09-29,A,9,lwgf,238.0,68.0
2636,2014-09-30,B,8,kcip,345.0,115.0
2637,2014-10-01,C,6,pzdj,70.0,1658.333333
2638,2014-10-02,D,1,pqpr,106.5,1574.0
2639,2014-10-03,E,8,mlai,108.0,4636.5
2640,2014-10-04,A,10,shpy,36.5,766.75
2641,2014-10-05,B,8,bbmq,333.0,59.28571429
2642,2014-10-06,C,10,sxur,75.0,3310.666667
2643,2014-10-07,D,5,pxmq,266.0,447.6
2644,2014-10-08,E,4,uptt,385.0,355.0
2645,2014-10-09,A,4,imad,273.0,384.3333333
2646,2014-10-10,B,1,wufx,355.5,1042.333333
2647,2014-10-11,C,6,cxaf,360.0,1524.0
2648,2014-10-12,D,1,vqkd,40.5,333.5
2649,2014-10-13,E,9,uomi,82.0,1602.0
2650,2014-10-14,A,7,kurp,41.5,144.2222222
2651,2014-10-15,B,1,fodo,84.0,850.3333333
2652,2014-10-16,C,1,jhmq,340.0,1030.5
2653,2014-10-17,D,6,jjni,430.0,8058.0
2654,2014-10-18,E,3,sowk,130.5,2005.0
2655,2014-10-19,A,2,wbut,88.0,2224.5
2656,2014-10-20,B,7,rlqp,44.5,371.7
2657,2014-10-21,C,7,tiuf,270.0,697.7142857
2658,2014-10-22,D,6,phex,409.5,3181.0
2659,2014-10-23,E,8,tgqj,92.0,321.4285714
2660,2014-10-24,A,9,wwrx,418.5,753.2
2661,2014-10-25,B,5,leuv,47.0,172.2222222
2662,2014-10-26,C,6,tggn,95.0,995.8
2663,2014-10-27,D,6,dfhk,480.0,2432.0
2664,2014-10-28,E,1,siht,339.5,834.25
2665,2014-10-29,A,8,eiyv,343.0,802.5714286
2666,2014-10-30,B,4,twdk,99.0,7043.0
2667,2014-10-31,C,10,jumw,500.0,2106.25
2668,2014-11-01,D,1,msvv,404.0,1041.444444
2669,2014-11-02,E,10,hzeo,357.0,1656.333333
2670,2014-11-03,A,4,txim,515.0,2595.333333
2671,2014-11-04,B,8,hdkc,520.0,584.5714286
2672,2014-11-05,C,10,lwks,157.5,871.7142857
2673,2014-11-06,D,9,vwkx,159.0,1327.0
2674,2014-11-07,E,6,zaya,535.0,3313.0
2675,2014-11-08,A,7,waks,324.0,94.0
2676,2014-11-09,B,3,izyj,545.0,1218.625
2677,2014-11-10,C,4,ndcl,55.0,985.1666667
2678,2014-11-11,D,5,xrdv,555.0,899.625
2679,2014-11-12,E,4,rham,336.0,2373.666667
2680,2014-11-13,A,6,igzz,565.0,2130.0
2681,2014-11-14,B,9,xbzd,513.0,262.0
2682,2014-11-15,C,7,kofz,230.0,1334.75
2683,2014-11-16,D,4,aixz,290.0,672.0
2684,2014-11-17,E,8,lknt,292.5,1367.75
2685,2014-11-18,A,5,svpj,472.0,6609.0
2686,2014-11-19,B,9,frxz,476.0,402.75
2687,2014-11-20,C,3,vqqr,360.0,3958.0
2688,2014-11-21,D,7,jqtn,121.0,144.5
2689,2014-11-22,E,6,qeng,549.0,958.0
2690,2014-11-23,A,2,rrwg,307.5,83.6
2691,2014-11-24,B,2,ypci,310.0,905.3333333
2692,2014-11-25,C,5,tmme,250.0,772.75
2693,2014-11-26,D,8,miis,189.0,3637.0
2694,2014-11-27,E,1,redj,127.0,6769.0
2695,2014-11-28,A,1,cglr,256.0,949.1666667
2696,2014-11-29,B,6,iuev,129.0,2995.0
2697,2014-11-30,C,10,knin,65.0,133.5
2698,2014-12-01,D,7,grne,131.0,3326.666667
2699,2014-12-02,E,6,izdz,198.0,974.25
2700,2014-12-03,A,4,asht,199.5,934.6666667
2701,2014-12-04,B,4,zpbi,402.0,883.3333333
2702,2014-12-05,C,2,apwm,337.5,448.8
2703,2014-12-06,D,6,nsoh,340.0,353.7
2704,2014-12-07,E,7,iftw,685.0,548.1111111
2705,2014-12-08,A,9,tlby,483.0,620.6666667
2706,2014-12-09,B,6,chnw,486.5,8018.0
2707,2014-12-10,C,10,zfss,280.0,1934.8
2708,2014-12-11,D,6,wfyl,211.5,1367.428571
2709,2014-12-12,E,6,xqsg,284.0,1483.0
2710,2014-12-13,A,5,goru,500.5,251.0
2711,2014-12-14,B,5,czea,360.0,1462.0
2712,2014-12-15,C,7,orna,507.5,892.3333333
2713,2014-12-16,D,2,iawg,219.0,1165.2
2714,2014-12-17,E,8,feze,588.0,82.0
2715,2014-12-18,A,1,khoe,74.0,832.6666667
2716,2014-12-19,B,10,jxxt,223.5,1806.25
2717,2014-12-20,C,10,ulal,600.0,1091.2
2718,2014-12-21,D,3,hahr,0.0,774.125
2719,2014-12-22,E,5,ysob,1.5,110.6
2720,2014-12-23,A,3,wked,5.0,384.5
2721,2014-12-24,B,7,aegt,9.0,701.4
2722,2014-12-25,C,8,kvgo,20.0,711.3333333
2723,2014-12-26,D,2,saiu,15.0,1022.0
2724,2014-12-27,E,3,doyg,15.0,1532.0
2725,2014-12-28,A,10,mfcb,17.5,573.8888889
2726,2014-12-29,B,6,jksa,8.0,267.4
2727,2014-12-30,C,3,cwuz,40.5,837.8333333
2728,2014-12-31,D,5,fuuu,35.0,843.6666667
2729,2015-01-01,E,2,bphg,49.5,5798.0
2730,2015-01-02,A,8,yeqs,54.0,1478.5
2731,2015-01-03,B,4,vpts,13.0,2258.0
2732,2015-01-04,C,5,akrk,35.0,3409.0
2733,2015-01-05,D,7,vbtp,37.5,320.7
2734,2015-01-06,E,3,dyzu,8.0,899.1
2735,2015-01-07,A,5,bvbh,42.5,1940.5
2736,2015-01-08,B,8,osqk,9.0,100.0
2737,2015-01-09,C,5,pmfu,66.5,4269.0
2738,2015-01-10,D,1,sbtf,20.0,1977.75
2739,2015-01-11,E,10,ccfo,105.0,1126.666667
2740,2015-01-12,A,3,ehvq,11.0,1801.4
2741,2015-01-13,B,5,ilyw,80.5,676.25
2742,2015-01-14,C,7,vdvw,108.0,658.75
2743,2015-01-15,D,9,ywbx,37.5,53.5
2744,2015-01-16,E,4,yugc,130.0,618.0
2745,2015-01-17,A,10,uvge,27.0,6176.0
2746,2015-01-18,B,8,mgvk,42.0,2417.5
2747,2015-01-19,C,9,yiqu,87.0,2365.333333
2748,2015-01-20,D,9,zkll,105.0,1649.0
2749,2015-01-21,E,1,ophc,62.0,2137.25
2750,2015-01-22,A,7,btxz,160.0,1470.5
2751,2015-01-23,B,5,yzmw,99.0,1056.333333
2752,2015-01-24,C,2,fitx,153.0,1358.5
2753,2015-01-25,D,4,kgfn,17.5,1018.0
2754,2015-01-26,E,1,zdpk,162.0,737.25
2755,2015-01-27,A,9,tegi,148.0,2283.5
2756,2015-01-28,B,2,suqn,19.0,3259.5
2757,2015-01-29,C,4,zeax,58.5,1287.8
2758,2015-01-30,D,9,uqtq,60.0,556.0
2759,2015-01-31,E,8,axau,123.0,2735.666667
2760,2015-02-01,A,1,cnbx,126.0,1096.6
2761,2015-02-02,B,2,xcgo,64.5,394.3333333
2762,2015-02-03,C,4,drwg,22.0,1378.142857
2763,2015-02-04,D,9,whct,45.0,1086.2
2764,2015-02-05,E,9,ivqc,23.0,2299.333333
2765,2015-02-06,A,5,drpu,117.5,163.5
2766,2015-02-07,B,3,elze,192.0,411.0
2767,2015-02-08,C,7,knup,122.5,567.5
2768,2015-02-09,D,5,nphf,75.0,360.8
2769,2015-02-10,E,9,thmg,255.0,1330.6
2770,2015-02-11,A,9,hglf,260.0,1658.2
2771,2015-02-12,B,6,vhpy,185.5,787.3333333
2772,2015-02-13,C,1,rxhg,54.0,2832.0
2773,2015-02-14,D,6,kmxq,82.5,834.0
2774,2015-02-15,E,10,ppjw,112.0,248.125
2775,2015-02-16,A,1,noup,57.0,775.5
2776,2015-02-17,B,6,kygx,116.0,322.4
2777,2015-02-18,C,7,thjn,88.5,9280.0
2778,2015-02-19,D,4,mpex,300.0,269.5555556
2779,2015-02-20,E,4,oors,213.5,816.0
2780,2015-02-21,A,10,rbrx,93.0,1591.0
2781,2015-02-22,B,8,lzye,189.0,36.0
2782,2015-02-23,C,10,qmop,256.0,2096.5
2783,2015-02-24,D,5,hbaw,325.0,1415.4
2784,2015-02-25,E,10,eiuh,297.0,1413.0
2785,2015-02-26,A,3,dhgb,67.0,662.8571429
2786,2015-02-27,B,2,bngq,170.0,1268.0
2787,2015-02-28,C,2,whcz,69.0,1178.714286
2788,2015-03-01,D,6,hmpb,245.0,397.8
2789,2015-03-02,E,1,kzsu,213.0,530.4
2790,2015-03-03,A,5,bmrm,108.0,560.0
2791,2015-03-04,B,3,qcbd,255.5,537.8
2792,2015-03-05,C,4,ojdp,259.0,555.0
2793,2015-03-06,D,9,zjas,225.0,4469.5
2794,2015-03-07,E,3,cqdi,228.0,8805.0
2795,2015-03-08,A,7,ryxj,269.5,3262.0
2796,2015-03-09,B,2,dgpf,39.0,704.3333333
2797,2015-03-10,C,2,ctzh,79.0,555.5
2798,2015-03-11,D,8,itcw,280.0,169.375
2799,2015-03-12,E,8,powf,283.5,23.28571429
2800,2015-03-13,A,8,uuto,123.0,170.1428571
2801,2015-03-14,B,10,xslz,124.5,1487.5
2802,2015-03-15,C,2,oozj,210.0,2362.5
2803,2015-03-16,D,8,anvg,42.5,1372.333333
2804,2015-03-17,E,7,bwes,129.0,1674.0
2805,2015-03-18,A,2,gzua,261.0,584.9
2806,2015-03-19,B,7,zkhz,396.0,2425.0
2807,2015-03-20,C,10,motg,356.0,1023.5
2808,2015-03-21,D,3,dzmx,225.0,2867.0
2809,2015-03-22,E,9,pwtn,182.0,368.375
2810,2015-03-23,A,7,cbac,138.0,610.75
2811,2015-03-24,B,5,ckxv,372.0,2480.0
2812,2015-03-25,C,3,uayu,470.0,529.25
2813,2015-03-26,D,6,vsdg,190.0,446.0
2814,2015-03-27,E,3,pwxn,384.0,1656.0
2815,2015-03-28,A,3,ggbr,145.5,538.2
2816,2015-03-29,B,7,ejle,98.0,964.5
2817,2015-03-30,C,9,vsmu,247.5,1462.333333
2818,2015-03-31,D,8,jtfg,200.0,204.5
2819,2015-04-01,E,5,jsso,50.5,1229.0
2820,2015-04-02,A,9,rflo,306.0,316.6666667
2821,2015-04-03,B,10,vool,206.0,806.875
2822,2015-04-04,C,9,efnc,416.0,2046.666667
2823,2015-04-05,D,2,qdtb,105.0,84.71428571
2824,2015-04-06,E,6,azwj,530.0,173.8571429
2825,2015-04-07,A,4,bcjr,428.0,1028.555556
2826,2015-04-08,B,6,vgot,432.0,321.8888889
2827,2015-04-09,C,9,bpkm,545.0,868.875
2828,2015-04-10,D,7,jnff,220.0,402.625
2829,2015-04-11,E,6,cofq,499.5,1334.5
2830,2015-04-12,A,2,hcnh,448.0,941.1428571
2831,2015-04-13,B,10,iuam,565.0,6394.0
2832,2015-04-14,C,8,uuwn,342.0,3653.0
2833,2015-04-15,D,5,mldx,230.0,1478.333333
2834,2015-04-16,E,4,awoo,522.0,425.1111111
2835,2015-04-17,A,4,eibd,468.0,3955.5
2836,2015-04-18,B,10,ecsn,59.0,418.4
2837,2015-04-19,C,1,ueod,297.5,452.5
2838,2015-04-20,D,7,mfpu,600.0,1617.0
2839,2015-04-21,E,3,ifxi,181.5,16.66666667
2840,2015-04-22,A,9,lawa,427.0,4462.5
2841,2015-04-23,B,3,mzck,307.5,265.8888889
2842,2015-04-24,C,9,rmvu,62.0,421.5
2843,2015-04-25,D,8,fzqt,375.0,1542.6
2844,2015-04-26,E,1,onlv,63.0,632.0
2845,2015-04-27,A,5,wjot,381.0,349.4
2846,2015-04-28,B,9,itlq,256.0,1467.0
2847,2015-04-29,C,9,vvdn,451.5,627.0
2848,2015-04-30,D,2,vtyg,455.0,3982.5
2849,2015-05-01,E,8,znea,655.0,307.3333333
2850,2015-05-02,A,8,vnpm,528.0,79.2
2851,2015-05-03,B,1,fovh,399.0,1301.0
2852,2015-05-04,C,7,czyq,134.0,560.5
2853,2015-05-05,D,7,mzaq,337.5,537.625
2854,2015-05-06,E,5,fegk,408.0,1037.4
2855,2015-05-07,A,6,hupb,68.5,417.4
2856,2015-05-08,B,8,doyi,138.0,2259.5
2857,2015-05-09,C,6,jsva,417.0,113.2
2858,2015-05-10,D,9,xkdm,70.0,690.0
2859,2015-05-11,E,4,xqbn,282.0,1399.2
2860,2015-05-12,A,10,kfsg,71.0,1173.333333
2861,2015-05-13,B,3,oisc,643.5,873.875
2862,2015-05-14,C,3,lnbr,288.0,998.2857143
2863,2015-05-15,D,2,hvkt,362.5,7711.0
2864,2015-05-16,E,9,quye,657.0,2107.0
2865,2015-05-17,A,2,ghlz,294.0,1357.0
2866,2015-05-18,B,5,kmpm,666.0,1805.0
2867,2015-05-19,C,8,sbjj,447.0,1965.25
2868,2015-05-20,D,9,ziun,450.0,838.3333333
2869,2015-05-21,E,4,rkmr,0.0,111.3
2870,2015-05-22,A,4,souo,1.0,1158.0
2871,2015-05-23,B,5,hqsd,5.0,664.0
2872,2015-05-24,C,2,yofn,10.5,388.0
2873,2015-05-25,D,6,ygei,20.0,2934.0
2874,2015-05-26,E,10,aukq,25.0,1143.125
2875,2015-05-27,A,1,ewlp,21.0,621.8888889
2876,2015-05-28,B,7,kwbh,31.5,9835.0
2877,2015-05-29,C,1,cquj,40.0,358.8
2878,2015-05-30,D,9,xvag,40.5,414.8571429
2879,2015-05-31,E,9,volj,10.0,1938.6
2880,2015-06-01,A,9,jsqp,5.5,833.4444444
2881,2015-06-02,B,6,zijl,60.0,1252.333333
2882,2015-06-03,C,3,exsx,13.0,376.4285714
2883,2015-06-04,D,10,zxnh,49.0,1355.571429
2884,2015-06-05,E,10,lxrm,30.0,1445.0
2885,2015-06-06,A,9,ryvo,64.0,2519.0
2886,2015-06-07,B,3,audp,34.0,16.0
2887,2015-06-08,C,6,ckdl,18.0,81.75
2888,2015-06-09,D,1,nndk,66.5,93.8
2889,2015-06-10,E,9,avqb,60.0,2714.333333
2890,2015-06-11,A,5,ifcz,94.5,933.5
2891,2015-06-12,B,6,yvmc,110.0,1045.0
2892,2015-06-13,C,10,ekgc,103.5,4829.0
2893,2015-06-14,D,10,nfqf,96.0,1102.75
2894,2015-06-15,E,9,wgtu,37.5,489.25
2895,2015-06-16,A,2,hnfc,39.0,4396.0
2896,2015-06-17,B,2,cuzq,40.5,2182.0
2897,2015-06-18,C,4,tkjv,28.0,901.7
2898,2015-06-19,D,7,acom,87.0,484.8
2899,2015-06-20,E,10,pzuf,90.0,1089.125
2900,2015-06-21,A,2,urcx,31.0,478.0
2901,2015-06-22,B,3,nyug,112.0,916.9
2902,2015-06-23,C,7,jyki,132.0,697.0
2903,2015-06-24,D,2,bmvc,136.0,9897.0
2904,2015-06-25,E,10,pssy,140.0,1235.125
2905,2015-06-26,A,2,gegl,18.0,470.3333333
2906,2015-06-27,B,6,pdxr,37.0,1193.166667
2907,2015-06-28,C,2,yzdn,76.0,1137.666667
2908,2015-06-29,D,2,gpgz,175.5,1839.6
2909,2015-06-30,E,8,syzp,200.0,2438.0
2910,2015-07-01,A,7,gcdi,184.5,200.1666667
2911,2015-07-02,B,5,uapn,21.0,374.2857143
2912,2015-07-03,C,10,ugsg,172.0,994.7777778
2913,2015-07-04,D,3,tmjw,66.0,585.75
2914,2015-07-05,E,5,shlo,22.5,4837.0
2915,2015-07-06,A,4,coxn,230.0,6220.0
2916,2015-07-07,B,3,aoth,141.0,1588.5
2917,2015-07-08,C,3,wefh,96.0,215.6666667
2918,2015-07-09,D,4,xeiw,196.0,588.0
2919,2015-07-10,E,4,wqxp,225.0,1356.5
2920,2015-07-11,A,4,wxtn,102.0,724.9
2921,2015-07-12,B,1,xdqd,130.0,1386.428571
2922,2015-07-13,C,3,beqt,159.0,464.2
2923,2015-07-14,D,4,yvnj,189.0,569.0
2924,2015-07-15,E,5,dhwz,192.5,4002.5
2925,2015-07-16,A,9,wmop,168.0,1294.5
2926,2015-07-17,B,3,irxm,256.5,174.25
2927,2015-07-18,C,7,velf,29.0,216.6
2928,2015-07-19,D,3,atye,295.0,3072.0
2929,2015-07-20,E,6,mkof,300.0,2450.0
2930,2015-07-21,A,9,urov,30.5,459.8571429
2931,2015-07-22,B,2,wgke,124.0,4712.0
2932,2015-07-23,C,4,sswe,315.0,1645.666667
2933,2015-07-24,D,5,uspi,64.0,612.0
2934,2015-07-25,E,7,zygi,325.0,852.9
2935,2015-07-26,A,1,clkp,165.0,725.875
2936,2015-07-27,B,6,fjiw,301.5,259.1428571
2937,2015-07-28,C,8,diin,306.0,1031.25
2938,2015-07-29,D,10,ieqb,345.0,94.85714286
2939,2015-07-30,E,7,hzfn,350.0,1201.285714
2940,2015-07-31,A,6,ully,35.5,684.375
2941,2015-08-01,B,9,erfw,108.0,1397.333333
2942,2015-08-02,C,8,ywjp,109.5,421.8
2943,2015-08-03,D,3,cotf,185.0,252.375
2944,2015-08-04,E,8,ljmi,75.0,2527.333333
2945,2015-08-05,A,1,qaqg,342.0,184.875
2946,2015-08-06,B,6,rrgw,38.5,797.75
2947,2015-08-07,C,2,kxxv,351.0,718.5714286
2948,2015-08-08,D,9,zrwl,39.5,1508.0
2949,2015-08-09,E,1,dque,280.0,60.0
2950,2015-08-10,A,1,guhg,121.5,976.0
2951,2015-08-11,B,6,zqhq,123.0,562.4285714
2952,2015-08-12,C,10,scbu,207.5,1213.6
2953,2015-08-13,D,3,nmtd,378.0,1633.25
2954,2015-08-14,E,9,zhvh,170.0,345.8
2955,2015-08-15,A,9,jgcw,387.0,832.8333333
2956,2015-08-16,B,3,ujma,130.5,260.75
2957,2015-08-17,C,3,oshj,264.0,6897.0
2958,2015-08-18,D,1,jhmj,178.0,1639.4
2959,2015-08-19,E,10,llud,315.0,5401.0
2960,2015-08-20,A,5,pzwj,91.0,327.0
2961,2015-08-21,B,7,nxru,138.0,311.2
2962,2015-08-22,C,9,kgck,325.5,1627.333333
2963,2015-08-23,D,5,fazs,188.0,2347.666667
2964,2015-08-24,E,5,qnyr,237.5,207.6
2965,2015-08-25,A,10,xpyx,48.0,14.11111111
2966,2015-08-26,B,5,sufq,388.0,1945.2
2967,2015-08-27,C,1,fpoj,294.0,589.5
2968,2015-08-28,D,2,pisx,99.0,544.3333333
2969,2015-08-29,E,4,jawv,200.0,765.7777778
2970,2015-08-30,A,4,vlxy,151.5,276.3333333
2971,2015-08-31,B,6,blhb,510.0,497.0
2972,2015-09-01,C,9,uegu,360.5,187.3333333
2973,2015-09-02,D,6,zhyk,52.0,2468.5
2974,2015-09-03,E,1,vijd,315.0,473.5
2975,2015-09-04,A,8,zaku,371.0,1319.5
2976,2015-09-05,B,2,emda,535.0,574.0
2977,2015-09-06,C,7,ktxh,54.0,335.0
2978,2015-09-07,D,4,rbfh,163.5,1820.0
2979,2015-09-08,E,7,ixbd,55.0,244.0
2980,2015-09-09,A,2,fldx,555.0,6368.0
2981,2015-09-10,B,9,jkaz,504.0,626.2
2982,2015-09-11,C,3,xrgi,395.5,993.2
2983,2015-09-12,D,7,thhy,114.0,182.4444444
2984,2015-09-13,E,5,cosv,402.5,3623.0
2985,2015-09-14,A,10,gexr,58.0,974.8333333
2986,2015-09-15,B,3,cows,292.5,152.75
2987,2015-09-16,C,3,uvoz,118.0,183.7777778
2988,2015-09-17,D,8,ctoz,119.0,577.0
2989,2015-09-18,E,2,ddqv,240.0,256.2
2990,2015-09-19,A,5,hfbr,302.5,1014.888889
2991,2015-09-20,B,4,ovcm,61.0,187.7
2992,2015-09-21,C,6,kjlf,615.0,626.6
2993,2015-09-22,D,2,uoqj,496.0,1891.6
2994,2015-09-23,E,4,zvfb,437.5,1061.142857
2995,2015-09-24,A,3,pqqz,315.0,3713.0
2996,2015-09-25,B,8,jpme,190.5,74.4
2997,2015-09-26,C,9,ibxo,384.0,504.4444444
2998,2015-09-27,D,9,uosh,580.5,654.0
2999,2015-09-28,E,1,akju,585.0,9153.0
3000,2015-09-29,A,5,zyxr,393.0,1662.333333
3001,2015-09-30,B,9,dngw,330.0,1093.428571
3002,2015-10-01,C,2,tuct,66.5,3720.0
3003,2015-10-02,D,3,pukb,67.0,988.0
3004,2015-10-03,E,9,nacp,405.0,542.3333333
3005,2015-10-04,A,2,pral,136.0,5072.0
3006,2015-10-05,B,3,bwxm,274.0,981.5555556
3007,2015-10-06,C,4,syul,414.0,92.28571429
3008,2015-10-07,D,8,ertz,417.0,8738.0
3009,2015-10-08,E,8,ssxu,350.0,434.9
3010,2015-10-09,A,1,irkk,70.5,653.3333333
3011,2015-10-10,B,5,ldcw,497.0,567.75
3012,2015-10-11,C,8,gndy,715.0,83.0
3013,2015-10-12,D,10,qvxp,144.0,3756.0
3014,2015-10-13,E,7,xuuz,507.5,2220.0
3015,2015-10-14,A,6,kxgq,657.0,162.25
3016,2015-10-15,B,10,tmuj,661.5,259.5
3017,2015-10-16,C,2,sssb,740.0,1095.857143
3018,2015-10-17,D,5,hmkh,670.5,2308.5
3019,2015-10-18,E,10,nyfk,750.0,22.85714286
3020,2015-10-19,A,8,kvvb,0.0,848.7
3021,2015-10-20,B,6,shhi,1.5,3036.0
3022,2015-10-21,C,7,gmte,4.0,1127.0
3023,2015-10-22,D,7,dfhy,15.0,523.5
3024,2015-10-23,E,9,dtaj,8.0,274.3
3025,2015-10-24,A,4,hvii,15.0,485.4444444
3026,2015-10-25,B,3,ixqj,21.0,630.7777778
3027,2015-10-26,C,2,obti,14.0,654.2
3028,2015-10-27,D,8,koap,28.0,626.0
3029,2015-10-28,E,2,qtxy,22.5,1011.857143
3030,2015-10-29,A,10,rpup,20.0,2372.5
3031,2015-10-30,B,7,goml,27.5,238.75
3032,2015-10-31,C,6,zche,54.0,89.7
3033,2015-11-01,D,3,lbts,45.5,521.625
3034,2015-11-02,E,3,phii,49.0,67.9
3035,2015-11-03,A,8,asnm,30.0,4763.5
3036,2015-11-04,B,1,nrro,24.0,258.5555556
3037,2015-11-05,C,7,sxch,51.0,1248.666667
3038,2015-11-06,D,6,flvu,81.0,291.3333333
3039,2015-11-07,E,7,ygwe,38.0,2026.0
3040,2015-11-08,A,7,alky,20.0,166.0
3041,2015-11-09,B,5,btal,31.5,1187.5
3042,2015-11-10,C,2,qmsm,44.0,347.75
3043,2015-11-11,D,3,kter,23.0,1417.666667
3044,2015-11-12,E,9,egsf,48.0,1178.875
3045,2015-11-13,A,10,vnhe,12.5,430.3333333
3046,2015-11-14,B,8,yoxo,104.0,14.5
3047,2015-11-15,C,10,erok,40.5,190.4285714
3048,2015-11-16,D,5,xmrd,56.0,2794.666667
3049,2015-11-17,E,8,emmn,145.0,1067.0
3050,2015-11-18,A,10,zqpt,135.0,1344.0
3051,2015-11-19,B,3,nwdp,31.0,292.25
3052,2015-11-20,C,1,fyvq,48.0,1734.666667
3053,2015-11-21,D,5,ofcr,16.5,1300.25
3054,2015-11-22,E,7,qmwy,153.0,881.25
3055,2015-11-23,A,8,wnic,157.5,597.0
3056,2015-11-24,B,1,axzg,108.0,1082.333333
3057,2015-11-25,C,5,lmdh,111.0,596.75
3058,2015-11-26,D,8,nrbm,76.0,162.8
3059,2015-11-27,E,7,vwwr,175.5,755.4285714
3060,2015-11-28,A,9,ufnv,200.0,258.8
3061,2015-11-29,B,4,nmma,164.0,974.8
3062,2015-11-30,C,10,sonh,63.0,587.1428571
3063,2015-12-01,D,8,alfc,107.5,31.375
3064,2015-12-02,E,7,vvzm,220.0,524.5
3065,2015-12-03,A,6,mnxa,45.0,1794.0
3066,2015-12-04,B,1,ycoi,207.0,700.5
3067,2015-12-05,C,1,gicu,164.5,3587.5
3068,2015-12-06,D,7,ganz,120.0,1076.571429
3069,2015-12-07,E,5,jynh,171.5,521.5555556
3070,2015-12-08,A,3,jsat,125.0,14.25
3071,2015-12-09,B,2,jhml,178.5,3211.333333
3072,2015-12-10,C,1,hdek,208.0,1275.428571
3073,2015-12-11,D,9,psxd,238.5,2021.0
3074,2015-12-12,E,1,fvvx,270.0,318.5
3075,2015-12-13,A,9,ppno,165.0,447.1
3076,2015-12-14,B,5,djvc,280.0,114.3333333
3077,2015-12-15,C,4,omsx,114.0,566.0
3078,2015-12-16,D,1,lfjy,261.0,397.0
3079,2015-12-17,E,7,jsnc,147.5,1491.5
3080,2015-12-18,A,3,drsh,90.0,713.5
3081,2015-12-19,B,3,prtv,274.5,11.77777778
3082,2015-12-20,C,4,ncpa,62.0,830.6
3083,2015-12-21,D,7,jqbp,126.0,2380.5
3084,2015-12-22,E,7,hqjr,128.0,595.0
3085,2015-12-23,A,6,irkc,195.0,170.0
3086,2015-12-24,B,2,fuql,264.0,862.0
3087,2015-12-25,C,5,wmuj,33.5,910.3333333
3088,2015-12-26,D,9,olms,136.0,93.85714286
3089,2015-12-27,E,4,venp,241.5,974.5
3090,2015-12-28,A,7,hdsk,245.0,1378.142857
3091,2015-12-29,B,10,dejy,142.0,202.3333333
3092,2015-12-30,C,4,csjv,180.0,1078.5
3093,2015-12-31,D,4,bvuo,109.5,1275.8
3094,2016-01-01,E,4,lqci,370.0,172.0
3095,2016-01-02,A,10,hunb,187.5,295.0
3096,2016-01-03,B,2,cywn,190.0,2324.0
3097,2016-01-04,C,2,ydgj,154.0,700.8
3098,2016-01-05,D,5,pkka,117.0,4772.5
3099,2016-01-06,E,2,thhk,197.5,493.2222222
3100,2016-01-07,A,9,lsbg,400.0,602.6
3101,2016-01-08,B,10,wnfp,162.0,584.25
3102,2016-01-09,C,1,ssdf,123.0,2039.0
3103,2016-01-10,D,9,jjmr,332.0,862.25
3104,2016-01-11,E,1,bets,378.0,930.7142857
